기준년월,제주 대분류,제주 중분류,업종명,성별,연령대별,year,month,카드이용금액
2016-05-01,제주시,용담2동,농축수산품,여,40대,2016,5,22980419.684909303
2016-05-01,제주시,삼도2동,농축수산품,여,30대,2016,5,855112.0490630011
2016-05-01,제주시,노형동,농축수산품,남,30대,2016,5,2615529.5618765596
2016-05-01,제주시,애월읍,농축수산품,남,50대,2016,5,4386838.244115356
2016-05-01,제주시,이도2동,농축수산품,여,40대,2016,5,15741589.7522364
2016-05-01,서귀포시,남원읍,농축수산품,여,40대,2016,5,5694844.307068569
2016-05-01,제주시,애월읍,농축수산품,남,20대,2016,5,1023549.4694664828
2016-05-01,서귀포시,남원읍,기념품점,남,40대,2016,5,1189894.3163575795
2016-05-01,제주시,노형동,기념품점,여,40대,2016,5,1713587.8665384848
2016-05-01,서귀포시,남원읍,농축수산품,여,20대,2016,5,1600416.860208546
2016-05-01,서귀포시,남원읍,농축수산품,남,40대,2016,5,8190445.304967316
2016-05-01,제주시,용담2동,농축수산품,남,20대,2016,5,4376263.23168719
2016-05-01,제주시,이도2동,기타음료식품,남,30대,2016,5,998720.6925178295
2016-05-01,제주시,연동,기념품점,남,50대,2016,5,3666230.1775047746
2016-05-01,서귀포시,남원읍,기념품점,여,40대,2016,5,949492.3155686364
2016-05-01,제주시,노형동,농축수산품,여,50대,2016,5,2726587.8122899663
2016-05-01,서귀포시,성산읍,스포츠레져용품,남,30대,2016,5,445815.8616676886
2016-05-01,제주시,삼도2동,정장(여성),여,20대,2016,5,1819131.2347577794
2016-05-01,제주시,노형동,농축수산품,여,40대,2016,5,3019351.26295297
2016-05-01,제주시,애월읍,농축수산품,여,30대,2016,5,3431731.186679158
2016-05-01,서귀포시,남원읍,농축수산품,남,50대,2016,5,6001598.269712941
2016-05-01,제주시,애월읍,농축수산품,남,30대,2016,5,3580342.317997105
2016-05-01,서귀포시,성산읍,농축수산품,남,20대,2016,5,3969829.2673371737
2016-05-01,제주시,연동,농축수산품,여,40대,2016,5,3448305.549542671
2016-05-01,제주시,삼도2동,스포츠레져용품,여,30대,2016,5,2998111.285917657
2016-05-01,서귀포시,남원읍,농축수산품,여,30대,2016,5,5419553.960167612
2016-05-01,서귀포시,성산읍,농축수산품,여,20대,2016,5,7147444.9491422465
2016-05-01,제주시,이도2동,농축수산품,남,30대,2016,5,8997483.83197424
2016-05-01,서귀포시,예래동,스포츠레져용품,남,40대,2016,5,1429978.7025642672
2016-05-01,제주시,삼도2동,스포츠레져용품,여,20대,2016,5,1879039.6031892025
2016-05-01,제주시,애월읍,농축수산품,여,40대,2016,5,3028488.440684018
2016-05-01,제주시,이도2동,농축수산품,여,30대,2016,5,9960842.448970916
2016-05-01,제주시,연동,의원,남,30대,2016,5,1537810.437244312
2016-05-01,제주시,연동,기념품점,여,50대,2016,5,2719072.787563855
2016-05-01,제주시,연동,농축수산품,남,30대,2016,5,4279047.67457403
2016-05-01,제주시,삼도2동,정장(여성),남,20대,2016,5,1225176.1131006246
2016-05-01,제주시,삼도2동,기념품점,남,50대,2016,5,364900.7020633701
2016-05-01,서귀포시,남원읍,기념품점,남,50대,2016,5,546212.1966213755
2016-05-01,제주시,용담2동,의원,남,30대,2016,5,522816.6729237551
2016-05-01,제주시,노형동,농축수산품,남,50대,2016,5,3940209.580932859
2016-05-01,서귀포시,남원읍,기념품점,여,50대,2016,5,447794.47909197473
2016-05-01,제주시,노형동,기념품점,남,50대,2016,5,1009889.089491804
2016-05-01,제주시,애월읍,농축수산품,여,50대,2016,5,2504651.5339684715
2016-05-01,제주시,애월읍,농축수산품,남,40대,2016,5,4540286.524256588
2016-05-01,제주시,이도2동,농축수산품,남,20대,2016,5,1532015.1498273748
2016-05-01,제주시,삼도2동,정장(여성),여,50대,2016,5,1350576.9265455536
2016-05-01,서귀포시,남원읍,기념품점,여,20대,2016,5,560490.8602496501
2016-05-01,제주시,이도2동,정장(여성),남,40대,2016,5,1015832.3551099979
2016-05-01,제주시,노형동,기념품점,남,40대,2016,5,1910613.4832031545
2016-05-01,제주시,노형동,정장(여성),여,20대,2016,5,2625741.783285024
2016-05-01,제주시,이도2동,슈퍼마켓,여,50대,2016,5,23338514.54004929
2016-05-01,제주시,이도2동,슈퍼마켓,여,40대,2016,5,27969995.224992774
2016-05-01,제주시,용담2동,농축수산품,여,20대,2016,5,8469664.48491056
2016-05-01,제주시,이도2동,정장(여성),여,20대,2016,5,6560062.904156948
2016-05-01,서귀포시,남원읍,기타음료식품,여,40대,2016,5,1626310.8566375482
2016-05-01,서귀포시,남원읍,기념품점,남,30대,2016,5,940696.0552001694
2016-05-01,제주시,노형동,농축수산품,남,20대,2016,5,605143.4051190693
2016-05-01,서귀포시,남원읍,농축수산품,남,30대,2016,5,6179929.773042075
2016-05-01,제주시,이도2동,슈퍼마켓,남,50대,2016,5,27265533.114019528
2016-05-01,서귀포시,예래동,기념품점,남,50대,2016,5,546852.2633046085
2016-05-01,제주시,연동,기타음료식품,남,50대,2016,5,675328.0901035212
2016-05-01,제주시,용담2동,기타음료식품,여,50대,2016,5,1899777.8020406626
2016-05-01,제주시,삼도2동,농축수산품,남,30대,2016,5,939435.9992121783
2016-05-01,제주시,연동,농축수산품,여,30대,2016,5,3334847.577463242
2016-05-01,제주시,애월읍,스포츠레져용품,남,50대,2016,5,551684.0607000462
2016-05-01,제주시,노형동,의원,여,50대,2016,5,2470138.044416919
2016-05-01,제주시,용담2동,기념품점,남,50대,2016,5,42762985.577228256
2016-05-01,제주시,연동,기념품점,남,30대,2016,5,3765537.577813519
2016-05-01,제주시,노형동,기타음료식품,여,50대,2016,5,1322610.4849056709
2016-05-01,서귀포시,예래동,농축수산품,여,20대,2016,5,1913329.0417360058
2016-05-01,제주시,노형동,기타음료식품,여,40대,2016,5,878050.2744232379
2016-05-01,서귀포시,남원읍,기타음료식품,남,40대,2016,5,1901472.2059665874
2016-05-01,제주시,삼도2동,농축수산품,남,20대,2016,5,329782.1772816009
2016-05-01,서귀포시,남원읍,기타음료식품,여,30대,2016,5,2132937.351073471
2016-05-01,제주시,연동,기념품점,남,40대,2016,5,3468283.0054354467
2016-05-01,제주시,용담2동,기념품점,여,50대,2016,5,38020374.02569342
2016-05-01,제주시,이도2동,슈퍼마켓,남,30대,2016,5,31555246.679549456
2016-05-01,서귀포시,예래동,농축수산품,남,20대,2016,5,1117669.7330432343
2016-05-01,제주시,이도2동,의원,남,50대,2016,5,1546335.721549407
2016-05-01,제주시,용담2동,기타음료식품,남,50대,2016,5,1860310.658801779
2016-05-01,제주시,노형동,의원,여,40대,2016,5,5635822.7614919795
2016-05-01,서귀포시,남원읍,스포츠레져용품,남,40대,2016,5,375742.44016093126
2016-05-01,제주시,이도2동,슈퍼마켓,여,30대,2016,5,26492873.197450206
2016-05-01,제주시,용담2동,기념품점,남,40대,2016,5,48474674.19786541
2016-05-01,제주시,애월읍,스포츠레져용품,여,40대,2016,5,522412.07289629657
2016-05-01,서귀포시,남원읍,기타음료식품,남,30대,2016,5,2010327.1452722629
2016-05-01,서귀포시,남원읍,기타음료식품,여,50대,2016,5,1281195.1828438432
2016-05-01,제주시,삼도2동,농축수산품,여,20대,2016,5,516276.2041147786
2016-05-01,제주시,이도2동,슈퍼마켓,남,40대,2016,5,35226799.41091166
2016-05-01,서귀포시,성산읍,스포츠레져용품,여,20대,2016,5,490725.10489301605
2016-05-01,제주시,용담2동,기념품점,여,40대,2016,5,39616566.589923084
2016-05-01,제주시,연동,의원,여,50대,2016,5,1629578.0589054283
2016-05-01,제주시,노형동,기타음료식품,남,40대,2016,5,943657.4660937886
2016-05-01,제주시,용담2동,의원,여,20대,2016,5,485217.8605466539
2016-05-01,제주시,이도2동,의원,여,30대,2016,5,4047415.194372825
2016-05-01,제주시,연동,기념품점,남,20대,2016,5,2710096.0854679574
2016-05-01,서귀포시,남원읍,스포츠레져용품,남,50대,2016,5,574265.1305332072
2016-05-01,서귀포시,성산읍,스포츠레져용품,남,50대,2016,5,556777.3464004531
2016-05-01,제주시,연동,기타음료식품,남,40대,2016,5,567011.8604777276
2016-05-01,제주시,애월읍,스포츠레져용품,남,20대,2016,5,548025.1290736824
2016-05-01,서귀포시,성산읍,의원,여,50대,2016,5,383516.3481941922
2016-05-01,제주시,용담2동,기념품점,남,30대,2016,5,44670656.10695346
2016-05-01,서귀포시,남원읍,기타음료식품,여,20대,2016,5,1481275.5521720813
2016-05-01,제주시,연동,의원,여,20대,2016,5,1410978.6250701628
2016-05-01,제주시,용담2동,기념품점,여,30대,2016,5,48438369.05195625
2016-05-01,제주시,연동,의원,남,40대,2016,5,1344896.892648298
2016-05-01,제주시,애월읍,농축수산품,여,20대,2016,5,1943908.4769415646
2016-05-01,제주시,연동,의원,여,30대,2016,5,3380855.062363588
2016-05-01,제주시,이도2동,의원,여,50대,2016,5,1151298.7205005954
2016-05-01,제주시,이도2동,농축수산품,여,20대,2016,5,3751179.6453299844
2016-05-01,서귀포시,남원읍,기타음료식품,남,50대,2016,5,1526216.9276283698
2016-05-01,제주시,노형동,의원,여,20대,2016,5,4585034.632619919
2016-05-01,제주시,용담2동,스넥,남,40대,2016,5,1287201.9182411418
2016-05-01,제주시,이도2동,의원,여,40대,2016,5,2675162.364120175
2016-05-01,제주시,용담2동,스넥,남,50대,2016,5,799856.579966837
2016-05-01,제주시,연동,농축수산품,여,20대,2016,5,1724950.5672245587
2016-05-01,제주시,연동,기념품점,여,40대,2016,5,2547554.390484219
2016-05-01,제주시,용담2동,기념품점,남,20대,2016,5,19416555.519724708
2016-05-01,제주시,용담2동,의원,여,30대,2016,5,1110161.1436461117
2016-05-01,서귀포시,예래동,슈퍼마켓,여,40대,2016,5,505671.41921761475
2016-05-01,제주시,용담2동,슈퍼마켓,여,50대,2016,5,3927193.1287111356
2016-05-01,서귀포시,성산읍,기념품점,여,50대,2016,5,1542564.9558202568
2016-05-01,제주시,삼도2동,스넥,남,50대,2016,5,257309.33343393923
2016-05-01,서귀포시,남원읍,기타음료식품,남,20대,2016,5,857922.386822058
2016-05-01,제주시,용담2동,기타음료식품,여,40대,2016,5,1266276.8960359767
2016-05-01,제주시,노형동,약국,남,50대,2016,5,2538588.0137757673
2016-05-01,제주시,연동,기념품점,여,30대,2016,5,3220862.9937020536
2016-05-01,제주시,용담2동,기념품점,여,20대,2016,5,35406878.66670675
2016-05-01,제주시,이도2동,의원,남,20대,2016,5,923039.8432465395
2016-05-01,제주시,이도2동,의원,남,30대,2016,5,2080893.1739323533
2016-05-01,서귀포시,남원읍,농축수산품,남,20대,2016,5,1035845.5075630661
2016-05-01,서귀포시,대륜동,스넥,남,40대,2016,5,486411.426994888
2016-05-01,제주시,연동,의원,여,40대,2016,5,2182390.051403158
2016-05-01,서귀포시,성산읍,스넥,남,50대,2016,5,1523075.0044831038
2016-05-01,서귀포시,예래동,스넥,여,50대,2016,5,1927736.3376613508
2016-05-01,제주시,연동,슈퍼마켓,여,40대,2016,5,13066726.16139053
2016-05-01,서귀포시,대륜동,슈퍼마켓,여,30대,2016,5,739021.3276789979
2016-05-01,서귀포시,예래동,스넥,남,50대,2016,5,3192871.8519264283
2016-05-01,서귀포시,성산읍,스넥,남,40대,2016,5,3065322.268863277
2016-05-01,제주시,애월읍,스포츠레져용품,남,40대,2016,5,608350.0331557693
2016-05-01,서귀포시,남원읍,스넥,여,40대,2016,5,1617489.466602187
2016-05-01,제주시,연동,기념품점,여,20대,2016,5,3656000.2728005904
2016-05-01,제주시,연동,슈퍼마켓,여,50대,2016,5,9190560.161430724
2016-05-01,제주시,이도2동,기타음료식품,여,30대,2016,5,1227106.6773907363
2016-05-01,서귀포시,성산읍,스넥,여,40대,2016,5,1964496.7575230044
2016-05-01,서귀포시,남원읍,슈퍼마켓,여,50대,2016,5,1590157.9049255522
2016-05-01,제주시,이도2동,슈퍼마켓,여,20대,2016,5,11112336.401532955
2016-05-01,제주시,애월읍,스포츠레져용품,남,30대,2016,5,589677.6506450055
2016-05-01,제주시,노형동,슈퍼마켓,여,50대,2016,5,7698399.513064232
2016-05-01,서귀포시,예래동,기타음료식품,여,40대,2016,5,2154594.6738433773
2016-05-01,제주시,노형동,의원,남,50대,2016,5,2683611.0361254304
2016-05-01,제주시,연동,스넥,남,40대,2016,5,6517089.139728333
2016-05-01,서귀포시,성산읍,기념품점,남,50대,2016,5,1681498.2771704365
2016-05-01,제주시,노형동,슈퍼마켓,여,40대,2016,5,12049247.70615327
2016-05-01,제주시,연동,기타음료식품,남,30대,2016,5,478379.5710840735
2016-05-01,제주시,이도2동,의원,남,40대,2016,5,1919220.9196959971
2016-05-01,제주시,연동,스넥,남,50대,2016,5,3283709.34172004
2016-05-01,제주시,이도2동,약국,여,40대,2016,5,2038531.794754602
2016-05-01,제주시,노형동,의원,여,30대,2016,5,8950430.22079494
2016-05-01,서귀포시,성산읍,기타음료식품,여,40대,2016,5,1088310.6111862075
2016-05-01,서귀포시,예래동,스넥,남,30대,2016,5,5439114.742586331
2016-05-01,제주시,용담2동,스넥,여,50대,2016,5,578736.5601688282
2016-05-01,서귀포시,성산읍,기념품점,남,40대,2016,5,5861637.850788405
2016-05-01,서귀포시,성산읍,기념품점,남,30대,2016,5,6891997.9605784975
2016-05-01,서귀포시,성산읍,스포츠레져용품,남,40대,2016,5,492715.78991876316
2016-05-01,서귀포시,성산읍,기념품점,여,40대,2016,5,4332267.513263398
2016-05-01,서귀포시,예래동,슈퍼마켓,남,40대,2016,5,1192333.980400951
2016-05-01,서귀포시,예래동,기념품점,여,50대,2016,5,402189.033503526
2016-05-01,서귀포시,대륜동,스넥,남,30대,2016,5,459258.63594788493
2016-05-01,제주시,애월읍,스넥,여,50대,2016,5,2031491.5993376991
2016-05-01,제주시,연동,슈퍼마켓,남,50대,2016,5,16173542.044249242
2016-05-01,제주시,애월읍,기념품점,여,20대,2016,5,1698683.6193071534
2016-05-01,서귀포시,남원읍,슈퍼마켓,남,40대,2016,5,4111757.8175450573
2016-05-01,제주시,애월읍,스넥,남,50대,2016,5,2954862.8375031925
2016-05-01,제주시,용담2동,의원,여,50대,2016,5,525763.193246746
2016-05-01,제주시,용담2동,기타음료식품,여,30대,2016,5,1342316.7923379103
2016-05-01,서귀포시,예래동,기념품점,남,40대,2016,5,1044211.6523132091
2016-05-01,제주시,용담2동,기타음료식품,남,40대,2016,5,1482372.320405111
2016-05-01,제주시,연동,스넥,여,40대,2016,5,4334419.419317377
2016-05-01,서귀포시,대륜동,슈퍼마켓,남,50대,2016,5,2000980.9597749617
2016-05-01,서귀포시,성산읍,스넥,여,50대,2016,5,969116.9591649506
2016-05-01,서귀포시,대륜동,슈퍼마켓,남,30대,2016,5,1590282.4152869552
2016-05-01,제주시,노형동,의원,남,40대,2016,5,3775884.9906670093
2016-05-01,제주시,노형동,의원,남,20대,2016,5,2128560.213319001
2016-05-01,제주시,연동,의원,남,50대,2016,5,956295.3685899081
2016-05-01,제주시,연동,슈퍼마켓,여,30대,2016,5,11517694.59428982
2016-05-01,서귀포시,예래동,슈퍼마켓,여,50대,2016,5,368101.8024296132
2016-05-01,서귀포시,예래동,기타음료식품,여,30대,2016,5,2308308.7662915858
2016-05-01,서귀포시,예래동,스넥,남,40대,2016,5,5375724.083985392
2016-05-01,제주시,용담2동,스넥,여,40대,2016,5,914217.5819201253
2016-05-01,서귀포시,예래동,슈퍼마켓,남,50대,2016,5,975660.3790187736
2016-05-01,제주시,애월읍,스넥,남,40대,2016,5,6355105.51258848
2016-05-01,서귀포시,남원읍,약국,여,30대,2016,5,195420.5828760261
2016-05-01,서귀포시,성산읍,슈퍼마켓,남,40대,2016,5,11764954.301395437
2016-05-01,제주시,애월읍,슈퍼마켓,남,50대,2016,5,6133387.641605297
2016-05-01,제주시,노형동,의원,남,30대,2016,5,5590083.199148871
2016-05-01,서귀포시,예래동,스넥,여,20대,2016,5,2367195.117589642
2016-05-01,서귀포시,남원읍,슈퍼마켓,남,50대,2016,5,3581315.747597044
2016-05-01,제주시,용담2동,스넥,남,20대,2016,5,818571.5726207596
2016-05-01,서귀포시,예래동,스넥,여,40대,2016,5,3356922.690382964
2016-05-01,제주시,용담2동,스넥,여,30대,2016,5,1346098.2911013854
2016-05-01,제주시,연동,슈퍼마켓,남,40대,2016,5,20015768.119664993
2016-05-01,서귀포시,예래동,기타음료식품,여,50대,2016,5,996503.0315918133
2016-05-01,제주시,애월읍,기타음료식품,여,50대,2016,5,163924.56108841687
2016-05-01,서귀포시,성산읍,슈퍼마켓,남,50대,2016,5,8945425.595359124
2016-05-01,서귀포시,예래동,기타음료식품,남,20대,2016,5,909230.7091205801
2016-05-01,제주시,노형동,슈퍼마켓,남,50대,2016,5,14568020.785178732
2016-05-01,제주시,이도2동,슈퍼마켓,남,20대,2016,5,7625304.020999238
2016-05-01,제주시,이도2동,약국,여,50대,2016,5,1193380.8008697256
2016-05-01,서귀포시,성산읍,스넥,남,30대,2016,5,4958844.722003366
2016-05-01,제주시,연동,스넥,여,30대,2016,5,8820562.567929685
2016-05-01,제주시,애월읍,슈퍼마켓,여,50대,2016,5,3159427.095632849
2016-05-01,서귀포시,성산읍,스넥,남,20대,2016,5,2764596.1460988633
2016-05-01,제주시,연동,스넥,여,50대,2016,5,2131637.9255268397
2016-05-01,서귀포시,성산읍,슈퍼마켓,여,50대,2016,5,4108139.836390795
2016-05-01,제주시,삼도2동,스넥,남,30대,2016,5,374644.4376264923
2016-05-01,서귀포시,예래동,스넥,여,30대,2016,5,4741020.316708857
2016-05-01,서귀포시,성산읍,스넥,여,20대,2016,5,4125744.3403670685
2016-05-01,서귀포시,예래동,기타음료식품,여,20대,2016,5,1305196.249798419
2016-05-01,서귀포시,성산읍,기타음료식품,남,50대,2016,5,856000.4713450115
2016-05-01,제주시,용담2동,스넥,여,20대,2016,5,1043957.6690866869
2016-05-01,서귀포시,성산읍,의원,여,40대,2016,5,307233.97921877576
2016-05-01,제주시,삼도2동,의원,여,40대,2016,5,362898.05966169684
2016-05-01,제주시,연동,스넥,남,30대,2016,5,9105594.188694164
2016-05-01,서귀포시,남원읍,슈퍼마켓,여,30대,2016,5,1883959.966907537
2016-05-01,제주시,용담2동,기타음료식품,남,30대,2016,5,1224705.1075296453
2016-05-01,서귀포시,예래동,스넥,남,20대,2016,5,1778394.3999647098
2016-05-01,제주시,노형동,슈퍼마켓,여,30대,2016,5,8998428.311335197
2016-05-01,서귀포시,성산읍,기념품점,여,30대,2016,5,6868024.575131987
2016-05-01,제주시,애월읍,슈퍼마켓,여,40대,2016,5,4895455.386695954
2016-05-01,제주시,삼도2동,슈퍼마켓,여,30대,2016,5,622388.5807539506
2016-05-01,제주시,노형동,슈퍼마켓,여,20대,2016,5,4026149.1241771043
2016-05-01,서귀포시,성산읍,슈퍼마켓,여,40대,2016,5,6206848.174018742
2016-05-01,제주시,노형동,슈퍼마켓,남,40대,2016,5,18523198.134968393
2016-05-01,제주시,용담2동,스넥,남,30대,2016,5,1379431.4382434937
2016-05-01,서귀포시,남원읍,슈퍼마켓,여,40대,2016,5,2396818.677484634
2016-05-01,서귀포시,성산읍,스넥,여,30대,2016,5,4502204.178547718
2016-05-01,서귀포시,남원읍,스넥,남,40대,2016,5,2170699.257219397
2016-05-01,서귀포시,예래동,슈퍼마켓,여,30대,2016,5,467473.04716836195
2016-05-01,서귀포시,대륜동,슈퍼마켓,남,40대,2016,5,2249676.9375620224
2016-05-01,서귀포시,성산읍,의원,남,40대,2016,5,272706.0041143007
2016-05-01,제주시,애월읍,스넥,여,40대,2016,5,4482981.495534543
2016-05-01,제주시,애월읍,슈퍼마켓,여,30대,2016,5,4627291.52881025
2016-05-01,제주시,용담2동,슈퍼마켓,여,20대,2016,5,1394097.976214745
2016-05-01,제주시,애월읍,슈퍼마켓,남,40대,2016,5,8116208.615974896
2016-05-01,서귀포시,성산읍,기타음료식품,남,30대,2016,5,1710335.7819767862
2016-05-01,제주시,삼도2동,스넥,여,30대,2016,5,264832.6028373537
2016-05-01,제주시,노형동,슈퍼마켓,남,30대,2016,5,12762177.915623069
2016-05-01,서귀포시,성산읍,슈퍼마켓,여,30대,2016,5,7267995.527545924
2016-05-01,서귀포시,예래동,기타음료식품,남,40대,2016,5,3133673.7747100177
2016-05-01,서귀포시,성산읍,기념품점,여,20대,2016,5,2173219.825158275
2016-05-01,서귀포시,성산읍,기타음료식품,여,30대,2016,5,1488438.7853910401
2016-05-01,제주시,용담2동,슈퍼마켓,남,40대,2016,5,5718108.880781573
2016-05-01,제주시,애월읍,기념품점,여,30대,2016,5,936333.7466486376
2016-05-01,서귀포시,대륜동,기타음료식품,여,40대,2016,5,728937.7540604171
2016-05-01,서귀포시,남원읍,스넥,여,50대,2016,5,792777.3297271882
2016-05-01,제주시,삼도2동,슈퍼마켓,여,50대,2016,5,610570.1964218883
2016-05-01,제주시,용담2동,슈퍼마켓,여,40대,2016,5,4175860.8565869727
2016-05-01,서귀포시,남원읍,슈퍼마켓,남,30대,2016,5,2778143.8395786714
2016-05-01,서귀포시,남원읍,슈퍼마켓,남,20대,2016,5,700076.912311601
2016-05-01,제주시,삼도2동,슈퍼마켓,여,40대,2016,5,895568.5052852372
2016-05-01,서귀포시,예래동,기타음료식품,남,30대,2016,5,2535373.2814851347
2016-05-01,제주시,애월읍,기타음료식품,여,30대,2016,5,183342.18120951086
2016-05-01,서귀포시,성산읍,슈퍼마켓,남,30대,2016,5,11046028.632369641
2016-05-01,서귀포시,성산읍,정장(여성),여,30대,2016,5,442545.5409239664
2016-05-01,제주시,연동,스넥,남,20대,2016,5,5325698.134178723
2016-05-01,제주시,연동,스넥,여,20대,2016,5,7840740.477797713
2016-05-01,제주시,연동,약국,여,40대,2016,5,2574837.0613494054
2016-05-01,서귀포시,예래동,슈퍼마켓,남,30대,2016,5,857430.2984485738
2016-05-01,서귀포시,성산읍,의원,남,50대,2016,5,366568.4080920978
2016-05-01,제주시,노형동,기타음료식품,여,30대,2016,5,683142.0603509614
2016-05-01,제주시,노형동,약국,여,50대,2016,5,1851552.8670614278
2016-05-01,제주시,연동,기타음료식품,남,20대,2016,5,223765.07453191403
2016-05-01,서귀포시,예래동,기타음료식품,남,50대,2016,5,1339153.8957750183
2016-05-01,제주시,연동,약국,여,50대,2016,5,1834227.3812257147
2016-05-01,제주시,용담2동,의원,여,40대,2016,5,631693.1104628204
2016-05-01,제주시,삼도2동,스넥,남,40대,2016,5,389335.8347606032
2016-05-01,제주시,애월읍,슈퍼마켓,남,30대,2016,5,6153164.844451671
2016-05-01,제주시,용담2동,슈퍼마켓,남,50대,2016,5,5182410.314632932
2016-05-01,제주시,연동,약국,여,30대,2016,5,3625620.0281580803
2016-05-01,서귀포시,성산읍,기타음료식품,남,40대,2016,5,1512577.8156308623
2016-05-01,서귀포시,성산읍,정장(여성),남,30대,2016,5,400354.2131483957
2016-05-01,서귀포시,성산읍,기타음료식품,남,20대,2016,5,632694.2032229478
2016-05-01,서귀포시,성산읍,기념품점,남,20대,2016,5,1401076.1212745707
2016-05-01,제주시,삼도2동,의원,여,20대,2016,5,331944.4968253383
2016-05-01,서귀포시,성산읍,정장(여성),여,20대,2016,5,293745.3031572634
2016-05-01,서귀포시,남원읍,약국,남,50대,2016,5,361181.7785148624
2016-05-01,제주시,노형동,스넥,여,50대,2016,5,1391225.033815922
2016-05-01,서귀포시,성산읍,약국,남,50대,2016,5,824239.4246744071
2016-05-01,제주시,노형동,기타음료식품,남,50대,2016,5,1362121.5608384311
2016-05-01,서귀포시,예래동,기념품점,여,30대,2016,5,823454.6638375258
2016-05-01,제주시,연동,약국,남,50대,2016,5,2059656.2816267293
2016-05-01,서귀포시,남원읍,슈퍼마켓,여,20대,2016,5,698327.2911182403
2016-05-01,제주시,노형동,스넥,남,50대,2016,5,2576821.8243549056
2016-05-01,제주시,연동,슈퍼마켓,남,30대,2016,5,14960518.85821812
2016-05-01,서귀포시,남원읍,스포츠레져용품,남,20대,2016,5,155030.79070363258
2016-05-01,서귀포시,예래동,기념품점,여,40대,2016,5,697916.5330347696
2016-05-01,제주시,연동,약국,남,20대,2016,5,863556.615382752
2016-05-01,서귀포시,남원읍,스넥,남,50대,2016,5,1246479.6766174994
2016-05-01,제주시,용담2동,슈퍼마켓,남,30대,2016,5,3848520.8765368736
2016-05-01,제주시,이도2동,스넥,여,50대,2016,5,972813.6494754642
2016-05-01,제주시,삼도2동,스넥,남,20대,2016,5,205490.58731311557
2016-05-01,제주시,애월읍,스넥,여,30대,2016,5,9926628.38113206
2016-05-01,서귀포시,남원읍,스넥,여,30대,2016,5,3181887.7923548687
2016-05-01,제주시,노형동,스넥,남,40대,2016,5,5311488.47575037
2016-05-01,제주시,애월읍,기타음료식품,남,40대,2016,5,221997.1088436812
2016-05-01,서귀포시,남원읍,스포츠레져용품,남,30대,2016,5,234988.22963149872
2016-05-01,제주시,이도2동,약국,남,50대,2016,5,2097860.9986087484
2016-05-01,제주시,애월읍,스넥,남,30대,2016,5,9591973.994631343
2016-05-01,제주시,연동,기타음료식품,여,30대,2016,5,421242.78151097376
2016-05-01,제주시,용담2동,기타음료식품,여,20대,2016,5,993934.5903027753
2016-05-01,제주시,노형동,약국,여,40대,2016,5,3132372.8688878734
2016-05-01,제주시,용담2동,슈퍼마켓,여,30대,2016,5,3075198.208914942
2016-05-01,서귀포시,대륜동,슈퍼마켓,여,50대,2016,5,745188.9584007416
2016-05-01,제주시,이도2동,스넥,남,40대,2016,5,3193252.702106219
2016-05-01,제주시,노형동,약국,남,40대,2016,5,3508772.060678211
2016-05-01,제주시,이도2동,스넥,여,30대,2016,5,3798069.5341095473
2016-05-01,제주시,이도2동,기타음료식품,남,40대,2016,5,777790.9559891688
2016-05-01,서귀포시,성산읍,약국,여,50대,2016,5,670509.6029553995
2016-05-01,서귀포시,남원읍,약국,남,40대,2016,5,234523.44636638864
2016-05-01,제주시,삼도2동,약국,여,50대,2016,5,190911.04451569836
2016-05-01,서귀포시,성산읍,슈퍼마켓,여,20대,2016,5,4365822.87675836
2016-05-01,제주시,노형동,슈퍼마켓,남,20대,2016,5,4265442.863991637
2016-05-01,서귀포시,대륜동,슈퍼마켓,여,20대,2016,5,274948.886078308
2016-05-01,제주시,연동,슈퍼마켓,여,20대,2016,5,6466834.485892435
2016-05-01,제주시,애월읍,기타음료식품,남,50대,2016,5,220002.64077784313
2016-05-01,제주시,노형동,스넥,여,40대,2016,5,3334597.764794523
2016-05-01,서귀포시,남원읍,스넥,남,30대,2016,5,3348164.4290931835
2016-05-01,제주시,애월읍,스넥,남,20대,2016,5,5443010.945504852
2016-05-01,서귀포시,성산읍,기타음료식품,여,20대,2016,5,861654.7140950966
2016-05-01,서귀포시,성산읍,슈퍼마켓,남,20대,2016,5,3933601.6378703467
2016-05-01,서귀포시,성산읍,약국,남,20대,2016,5,208517.52549664583
2016-05-01,제주시,이도2동,의원,여,20대,2016,5,2354822.093549891
2016-05-01,제주시,이도2동,스넥,남,30대,2016,5,4361813.558738201
2016-05-01,서귀포시,성산읍,의원,여,20대,2016,5,193372.93083762215
2016-05-01,제주시,애월읍,스넥,여,20대,2016,5,8695573.35532835
2016-05-01,제주시,연동,슈퍼마켓,남,20대,2016,5,5499966.800460578
2016-05-01,서귀포시,남원읍,스넥,남,20대,2016,5,1695480.3333298527
2016-05-01,제주시,애월읍,약국,남,20대,2016,5,82752.30595049786
2016-05-01,제주시,애월읍,약국,여,50대,2016,5,206326.54325449694
2016-05-01,제주시,연동,약국,남,40대,2016,5,2699850.885945821
2016-05-01,제주시,애월읍,의원,남,40대,2016,5,160444.2921937842
2016-05-01,제주시,이도2동,약국,남,40대,2016,5,2102708.2051683506
2016-05-01,제주시,노형동,스넥,남,30대,2016,5,6929737.324594014
